127.0.0.1 - - [27/Jul/2022:09:06:01 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:18:22 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:21:35 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 740
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:21 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 763
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:22 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:24 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:26 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:38 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:39 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:41 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:42 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:43 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:45 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:45 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:54 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:56 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:22:57 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:23:00 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:23:07 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:23:22 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:22 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 788
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:40 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 785
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:44 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:45 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 785
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:47 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:48 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 785
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:49 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:53 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 785
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:27:59 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:28:00 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 785
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:33:02 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 806
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:33:04 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 806
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:33:06 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 806
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:34:41 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 790
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:35:24 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 717
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:39:51 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 1172
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:39:55 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 1172
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:41:15 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 1539
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:41:51 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 999
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:42:37 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 1149
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:42:37 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 1149
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:42:37 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 1149
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:42:46 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 1113
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:43:25 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 500 2246
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:43:34 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 500 2246
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:43:39 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 500 2246
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:43:41 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 500 2246
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:43:51 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:43:57 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:44:46 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:44:48 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:44:48 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:46:25 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:46:36 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:46:43 +0900] "GET /jsp/BoardView.jsp?bno=3 HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:47:15 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2423
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:47:17 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:49:35 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 500 2356
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:49:35 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 500 2356
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:49:35 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 500 2356
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:50:08 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:50:10 +0900] "GET /jsp/BoardView.jsp?bno=11 HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:50:12 +0900] "GET /jsp/BoardView.jsp?bno=14 HTTP/1.1" 200 321
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:57:41 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [27/Jul/2022:11:59:40 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:00:47 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 462
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:00:52 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:00:53 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2423
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:00:55 +0900] "GET /jsp/BoardView.jsp?bno=18 HTTP/1.1" 200 473
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:01:44 +0900] "GET /jsp/BoardView.jsp?bno=18 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:01:46 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:01:47 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2423
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:01:47 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:04 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:05 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2423
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:06 +0900] "GET /jsp/BoardView.jsp?bno=14 HTTP/1.1" 200 543
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:07 +0900] "GET /jsp/boarddelete.jsp HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:09 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:12 +0900] "GET /jsp/boarddelete.jsp HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:25 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:28 +0900] "GET /jsp/boarddelete.jsp HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:30 +0900] "GET /jsp/BoardView.jsp?bno=14 HTTP/1.1" 200 544
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:05:31 +0900] "GET /jsp/board_delete.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:08:45 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:08:48 +0900] "GET /jsp/BoardView.jsp?bno=14 HTTP/1.1" 200 564
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:08:54 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:08:56 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 592
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:08:58 +0900] "GET /jsp/BoardView.jsp?bno=16 HTTP/1.1" 200 569
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:10:34 +0900] "GET /jsp/BoardView.jsp?bno=16 HTTP/1.1" 200 578
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:16:28 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:16:39 +0900] "GET /jsp/loginForm.jsp HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:16:43 +0900] "GET /jsp/loginServer.jsp?id=maple&pw=123456 HTTP/1.1" 200 183
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:16:43 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:16:48 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:16:55 +0900] "GET /jsp/write_action.jsp?title=test&content=test HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:16:55 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2635
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:17:04 +0900] "GET /jsp/BoardView.jsp?bno=19 HTTP/1.1" 200 570
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:18:48 +0900] "GET /jsp/BoardView.jsp?bno=19 HTTP/1.1" 200 570
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:19:08 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 564
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:20:06 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 564
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:20:07 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2415
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:18 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:44 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:45 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 564
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:46 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:48 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:54 +0900] "GET /jsp/write_action.jsp?title=jewqeq&content=jsadsadsad HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:54 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2855
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:55 +0900] "GET /jsp/BoardView.jsp?bno=20 HTTP/1.1" 200 578
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:21:56 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:26:10 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:27:00 +0900] "GET /jsp/BoardView.jsp?bno=20 HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:27:23 +0900] "GET /jsp/BoardView.jsp?bno=20 HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:27:23 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:27:38 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 631
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:27:40 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:27:46 +0900] "GET /jsp/BoardView.jsp?bno=16 HTTP/1.1" 200 645
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:27:49 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:28:59 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:29:00 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:29:00 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:29:01 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:29:01 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:29:05 +0900] "GET /jsp/write_action.jsp?title=test333&content=test HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:29:05 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2850
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:29:06 +0900] "GET /jsp/BoardView.jsp?bno=21 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:29:07 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:30:05 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:30:07 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:30:09 +0900] "GET /jsp/BoardView.jsp?bno=21 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:30:10 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:12 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:14 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2850
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:15 +0900] "GET /jsp/BoardView.jsp?bno=21 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:16 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:18 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:19 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:21 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:39 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:31:43 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:33:28 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:34:16 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 631
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:34:17 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:35:38 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:35:39 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 649
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:35:40 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:36:03 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 650
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:36:04 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:36:08 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:36:10 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 687
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:36:11 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:39:05 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:40:28 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:43:33 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 693
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:43:36 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:00 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:01 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:01 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:01 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:01 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:29 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:30 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:30 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:32 +0900] "GET /jsp/BoardView.jsp?bno=16 HTTP/1.1" 200 678
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:33 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:36 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:38 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:44:44 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:45:00 +0900] "GET /jsp/BoardView.jsp?bno=16 HTTP/1.1" 200 672
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:45:02 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 695
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:45:04 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:12:45:44 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:01:06 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:01:20 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 695
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:01:22 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2399
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:03:50 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:03:51 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 670
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:03:52 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:04:06 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 670
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:05:15 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:05:18 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 670
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:05:18 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:10:00 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:10:02 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:38:11 +0900] "GET /jsp/webanswer/boardwirteServer.jsp HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:38:14 +0900] "GET /jsp/webanswer/boardwirteServer.jsp HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:38:48 +0900] "GET /jsp/boardwirteServer.jsp HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:38:50 +0900] "GET /jsp/boardwirteServer.jsp HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:39:01 +0900] "GET /jsp/boardwrite.jsp HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:39:05 +0900] "GET /jsp/boardwirteServer?title=312&contant=312312 HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:39:28 +0900] "GET /jsp/boardwirteServer?title=312&contant=312312 HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:04 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:05 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:07 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:07 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:09 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:10 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
